trip_miles,trip_seconds,fare,company,payment_type,tip_rate
17.92,2566,44.75,City Service,Credit Card,25.3
18.06,2586,45.25,Medallion Leasin,Credit Card,20.2
8.8,1260,24.25,Taxi Affiliation Services,Credit Card,12.4
17.6,2520,44.5,Taxi Affiliation Services,Credit Card,20.2
8.8,1260,24.0,Taxi Affiliation Services,Unknown,0.0
8.8,1260,24.75,Choice Taxi Association,Credit Card,20.0
18.11,2593,45.0,Sun Taxi,Credit Card,25.3
20.81,2979,52.0,Flash Cab,Credit Card,20.2
8.6,1231,24.25,Sun Taxi,Mobile,20.3
3.57,511,11.5,Blue Ribbon Taxi Association,Credit Card,20.6
10.2,1460,27.25,City Service,Credit Card,20.3
3.13,448,10.25,Flash Cab,Credit Card,20.7
12.59,1802,34.25,Flash Cab,Credit Card,25.3
11.13,1593,29.75,City Service,Credit Card,25.4
7.63,1092,22.25,Flash Cab,Prcard,0.0
7.31,1046,20.25,24 Seven Taxi,Mobile,10.3
18.38,2630,45.75,Flash Cab,Credit Card,20.2
13.0,1860,33.5,Taxi Affiliation Services,Credit Card,20.3
11.33,1621,30.25,Flash Cab,Prcard,0.0
20.78,2973,50.75,Medallion Leasin,Credit Card,20.2
7.43,1063,21.5,City Service,Cash,0.0
17.6,2518,44.75,Chicago Independents,Credit Card,20.2
21.85,3126,56.25,Medallion Leasin,Credit Card,8.2
13.68,1957,36.0,City Service,Credit Card,20.2
3.02,432,10.0,Sun Taxi,Cash,0.0
15.1,2160,40.25,"Taxicab Insurance Agency, LLC",Cash,0.0
11.99,1715,31.0,City Service,Prcard,0.0
15.0,2145,39.68,City Service,Mobile,23.0
14.12,2019,37.25,Chicago Independents,Cash,0.0
10.31,1474,28.25,Flash Cab,Prcard,0.0
13.22,1890,34.75,Medallion Leasin,Cash,0.0
9.16,1309,22.66,Flash Cab,Mobile,23.0
15.81,2259,39.75,Chicago Independents,Credit Card,20.2
11.01,1573,36.8,Flash Cab,Cash,0.0
11.78,1683,31.25,Blue Ribbon Taxi Association,Prcard,0.0
13.79,1970,35.5,Sun Taxi,Prcard,0.0
12.6,1800,33.75,Taxi Affiliation Services,Credit Card,25.3
6.65,950,19.25,Flash Cab,Credit Card,20.5
12.6,1800,34.5,Choice Taxi Association,Unknown,0.0
12.6,1800,33.75,Taxi Affiliation Services,Credit Card,25.3
6.3,900,19.0,Taxi Affiliation Services,Unknown,0.0
4.2,600,13.5,Top Cab Affiliation,Credit Card,20.7
16.8,2400,41.75,Choice Taxi Association,Credit Card,20.2
4.2,600,13.75,Taxi Affiliation Services,Credit Card,56.3
16.8,2400,43.5,Taxi Affiliation Services,Credit Card,10.5
8.4,1200,23.25,Top Cab Affiliation,Credit Card,20.3
16.74,2391,41.75,Flash Cab,Credit Card,15.2
11.35,1621,30.0,Flash Cab,Prcard,0.0
18.22,2602,45.75,Taxicab Insurance Agency Llc,Cash,0.0
4.3,614,13.5,Sun Taxi,Credit Card,0.0
12.63,1803,33.5,Medallion Leasin,Credit Card,15.2
23.86,3406,59.5,Medallion Leasin,Cash,0.0
17.5,2498,69.75,Globe Taxi,Credit Card,20.1
18.25,2605,45.0,Flash Cab,Credit Card,15.1
5.97,852,17.95,Sun Taxi,Mobile,23.0
3.98,568,12.75,Flash Cab,Credit Card,30.9
4.8,685,14.75,Metro Jet Taxi A.,Credit Card,15.5
11.9,1698,31.75,Flash Cab,Credit Card,20.3
6.7,956,19.25,Flash Cab,Prcard,0.0
16.4,2340,41.75,Taxi Affiliation Services,Credit Card,20.2
6.89,983,19.5,Star North Taxi Management Llc,Cash,0.0
14.3,2040,37.75,"Taxicab Insurance Agency, LLC",Credit Card,20.2
15.29,2181,41.25,Sun Taxi,Credit Card,20.2
26.5,3780,65.0,Taxi Affiliation Services,Cash,0.0
6.52,930,18.75,Chicago Independents,Cash,0.0
12.2,1740,34.0,Taxi Affiliation Services,Credit Card,25.3
20.75,2959,52.25,Flash Cab,Credit Card,15.1
12.96,1848,34.25,Flash Cab,Cash,0.0
4.72,673,14.75,Flash Cab,Prcard,0.0
10.92,1557,29.75,Flash Cab,Cash,0.0
18.1,2580,45.0,"Taxicab Insurance Agency, LLC",Credit Card,0.0
18.1,2580,46.25,Taxi Affiliation Services,Cash,0.0
18.1,2580,45.25,Choice Taxi Association,Credit Card,25.2
21.17,3017,52.0,Flash Cab,Credit Card,20.2
7.77,1107,21.75,Taxicab Insurance Agency Llc,Credit Card,20.5
8.29,1181,22.25,Flash Cab,Credit Card,15.3
1.06,151,5.5,Taxicab Insurance Agency Llc,Prcard,0.0
18.14,2584,45.5,Sun Taxi,Cash,0.0
13.9,1980,36.5,"Taxicab Insurance Agency, LLC",Cash,0.0
10.32,1470,28.75,Flash Cab,Prcard,0.0
10.65,1517,28.75,City Service,Prcard,0.0
23.87,3400,60.5,Flash Cab,Credit Card,20.2
6.34,903,18.96,24 Seven Taxi,Mobile,34.5
13.72,1954,36.25,Flash Cab,Credit Card,20.3
2.24,319,8.5,City Service,Cash,0.0
10.14,1444,27.06,Globe Taxi,Mobile,28.8
9.74,1387,27.0,Sun Taxi,Cash,0.0
0.92,131,5.5,Flash Cab,Cash,0.0
18.71,2664,46.75,Flash Cab,Mobile,20.2
6.3,897,18.75,Flash Cab,Cash,0.0
20.93,2980,51.5,Chicago Independents,Credit Card,20.2
7.15,1018,20.5,Flash Cab,Prcard,0.0
17.7,2520,48.0,"Taxicab Insurance Agency, LLC",Credit Card,20.2
17.11,2436,43.25,Taxicab Insurance Agency Llc,Credit Card,13.6
11.8,1680,32.0,"Taxicab Insurance Agency, LLC",Cash,0.0
5.9,840,17.0,"Taxicab Insurance Agency, LLC",Dispute,0.0
11.8,1680,32.25,Taxi Affiliation Services,Credit Card,15.5
5.9,840,17.25,Taxi Affiliation Services,Unknown,0.0
7.44,1059,21.5,City Service,Cash,0.0
13.18,1876,34.25,Sun Taxi,Credit Card,20.3
15.6,2220,41.0,Chicago Independents,Cash,0.0
11.11,1581,31.25,Sun Taxi,Credit Card,20.3
6.34,902,19.0,Flash Cab,Prcard,0.0
22.9,3258,58.5,Flash Cab,Credit Card,15.1
9.7,1380,27.0,Taxi Affiliation Services,Unknown,0.0
17.7,2518,44.5,Globe Taxi,Credit Card,10.2
7.36,1047,21.6,24 Seven Taxi,Mobile,23.0
10.39,1478,27.5,Flash Cab,Prcard,0.0
6.7,953,19.52,Chicago Independents,Mobile,0.0
7.6,1081,21.75,Blue Ribbon Taxi Association,Cash,0.0
12.43,1768,33.48,City Service,Mobile,28.8
7.08,1007,22.38,Flash Cab,Mobile,23.0
18.02,2563,45.0,Taxicab Insurance Agency Llc,Credit Card,15.2
5.92,842,17.5,Chicago Independents,Cash,0.0
10.87,1546,30.0,Flash Cab,Prcard,0.0
13.5,1920,35.25,Taxi Affiliation Services,Credit Card,25.2
4.17,593,13.25,Sun Taxi,Credit Card,17.4
12.11,1722,32.0,Flash Cab,Prcard,0.0
17.8,2531,45.25,Chicago Independents,Credit Card,20.2
15.53,2208,43.34,Sun Taxi,Mobile,23.0
4.79,681,13.91,Sun Taxi,Mobile,17.3
28.7,4080,68.75,Taxi Affiliation Services,Credit Card,9.3
9.18,1305,26.0,Sun Taxi,Credit Card,25.4
15.92,2263,40.5,Flash Cab,Credit Card,15.2
12.34,1754,31.75,City Service,Credit Card,20.3
14.31,2034,36.25,24 Seven Taxi,Cash,0.0
17.45,2480,43.0,24 Seven Taxi,Credit Card,15.1
5.2,739,15.36,Sun Taxi,Mobile,23.0
7.1,1009,27.5,Globe Taxi,Credit Card,25.4
16.41,2332,43.0,Flash Cab,Cash,0.0
3.8,540,12.25,Taxi Affiliation Services,Cash,0.0
11.4,1620,30.0,Taxi Affiliation Services,Credit Card,25.3
15.2,2160,41.25,Choice Taxi Association,Credit Card,2.2
3.8,540,12.5,"Taxicab Insurance Agency, LLC",Cash,0.0
12.4,1762,34.25,Globe Taxi,Credit Card,20.3
9.08,1290,25.75,Flash Cab,Prcard,0.0
9.7,1378,27.0,Flash Cab,Prcard,0.0
7.49,1064,21.5,Flash Cab,Prcard,0.0
18.41,2615,47.75,Flash Cab,Credit Card,20.2
17.96,2551,44.5,Sun Taxi,Credit Card,16.5
3.83,544,12.25,Taxicab Insurance Agency Llc,Credit Card,20.8
16.9,2400,42.25,Taxi Affiliation Services,Credit Card,25.2
16.9,2400,42.5,Taxi Affiliation Services,Credit Card,20.2
16.9,2400,42.5,Chicago Independents,Credit Card,10.8
16.9,2400,43.25,Chicago Independents,Cash,0.0
3.69,524,12.22,Blue Ribbon Taxi Association,Mobile,0.0
13.1,1860,34.0,Taxi Affiliation Services,Credit Card,25.3
13.34,1894,35.0,Flash Cab,Credit Card,0.0
17.01,2415,43.25,Flash Cab,Cash,0.0
11.94,1695,36.06,Flash Cab,Cash,0.0
11.94,1695,32.25,City Service,Prcard,0.0
13.23,1878,34.0,Medallion Leasin,Mobile,25.3
11.47,1628,31.5,Flash Cab,Prcard,0.0
18.6,2640,46.5,Taxi Affiliation Services,Cash,0.0
18.34,2603,46.5,Star North Taxi Management Llc,Credit Card,15.2
13.62,1933,36.25,Medallion Leasin,Cash,0.0
17.68,2509,44.0,Flash Cab,Credit Card,15.1
17.49,2482,43.0,Flash Cab,Credit Card,20.2
2.22,315,9.63,City Service,Mobile,22.9
17.62,2500,44.75,Star North Taxi Management Llc,Credit Card,20.2
5.5,780,16.25,KOAM Taxi Association,Cash,0.0
16.5,2340,43.5,Taxi Affiliation Services,Credit Card,14.3
5.5,780,16.25,Taxi Affiliation Services,Unknown,0.0
11.0,1560,29.25,Globe Taxi,Cash,0.0
5.5,780,16.75,Taxi Affiliation Services,Unknown,0.0
5.5,780,16.75,Taxi Affiliation Services,Cash,0.0
9.95,1411,26.75,Flash Cab,Prcard,0.0
11.41,1618,32.0,Flash Cab,Prcard,0.0
6.65,943,19.52,Sun Taxi,Mobile,0.0
18.02,2555,45.75,Medallion Leasin,Credit Card,15.2
18.07,2562,45.5,Flash Cab,Credit Card,10.1
12.64,1792,32.5,Flash Cab,Credit Card,20.3
4.31,611,13.5,City Service,Credit Card,25.9
8.07,1144,22.75,Flash Cab,Prcard,3.1
18.2,2580,44.5,Choice Taxi Association,Credit Card,20.6
18.2,2580,45.5,Taxi Affiliation Services,Credit Card,20.2
18.2,2580,46.0,Choice Taxi Association,Credit Card,20.2
18.2,2580,46.0,U Taxicab,Credit Card,15.0
12.7,1800,33.5,Taxi Affiliation Services,Credit Card,20.3
11.12,1576,30.25,Flash Cab,Prcard,0.0
2.76,391,10.0,Medallion Leasin,Credit Card,83.3
9.22,1306,26.0,City Service,Credit Card,20.3
8.14,1153,23.75,Flash Cab,Prcard,0.0
17.29,2449,44.25,Flash Cab,Credit Card,20.2
13.69,1939,36.25,Sun Taxi,Mobile,20.2
18.35,2599,49.75,Taxicab Insurance Agency Llc,Credit Card,20.2
16.1,2280,41.25,Taxi Affiliation Services,Credit Card,20.2
16.1,2280,40.0,Taxi Affiliation Services,Credit Card,30.3
10.94,1549,29.5,Chicago Independents,Credit Card,20.3
17.8,2520,47.75,Taxi Affiliation Services,Cash,0.0
17.8,2520,43.75,Globe Taxi,Credit Card,25.3
9.82,1390,27.0,Flash Cab,Prcard,0.0
12.35,1748,31.75,Blue Ribbon Taxi Association,Prcard,0.0
17.87,2529,45.0,Sun Taxi,Credit Card,20.2
9.13,1292,25.0,Medallion Leasin,Prcard,0.0
17.08,2417,42.5,Sun Taxi,Credit Card,25.3
2.41,341,8.75,City Service,Credit Card,22.9
13.14,1859,37.91,Chicago Independents,Mobile,23.0
9.94,1406,28.5,City Service,Prcard,0.0
18.24,2580,46.5,Blue Ribbon Taxi Association,Cash,0.0
5.26,744,17.37,24 Seven Taxi,Mobile,29.8
18.22,2577,46.75,Flash Cab,Credit Card,25.3
17.87,2527,45.0,Sun Taxi,Credit Card,20.2
11.64,1646,32.0,Flash Cab,Prcard,0.0
11.11,1571,30.25,Taxicab Insurance Agency Llc,Credit Card,20.3
16.21,2292,41.25,Medallion Leasin,Credit Card,10.9
7.66,1083,21.38,24 Seven Taxi,Mobile,23.0
17.4,2460,44.0,Taxi Affiliation Services,Cash,0.0
6.55,926,19.0,Flash Cab,Credit Card,15.4
10.71,1514,30.25,Flash Cab,Prcard,0.0
19.1,2700,47.25,Choice Taxi Association,Credit Card,20.2
20.8,2940,51.25,Taxi Affiliation Services,Credit Card,20.2
12.41,1754,33.75,City Service,Credit Card,20.3
6.05,855,17.75,Sun Taxi,Cash,0.0
5.76,814,17.45,Chicago Independents,Mobile,23.0
4.55,643,14.25,Flash Cab,Cash,0.0
5.93,838,17.5,Sun Taxi,Mobile,15.0
6.61,934,19.0,Sun Taxi,Cash,0.0
14.07,1988,37.0,Flash Cab,Credit Card,25.4
18.72,2645,47.5,Flash Cab,Credit Card,20.2
14.78,2088,38.75,City Service,Mobile,25.3
17.81,2516,45.25,Sun Taxi,Credit Card,20.1
20.58,2907,51.75,City Service,Credit Card,20.2
17.55,2479,44.0,City Service,Credit Card,14.6
10.06,1421,27.0,Flash Cab,Cash,0.0
10.11,1428,29.0,Flash Cab,Prcard,0.0
17.82,2517,43.75,City Service,Credit Card,25.3
10.96,1548,29.25,Flash Cab,Prcard,0.0
4.05,572,12.75,Flash Cab,Cash,0.0
11.52,1627,31.5,Flash Cab,Cash,0.0
3.3,466,11.25,Star North Taxi Management Llc,Cash,0.0
18.59,2625,46.5,Star North Taxi Management Llc,Credit Card,20.2
7.33,1035,21.0,Flash Cab,Cash,0.0
19.37,2735,47.75,Flash Cab,Credit Card,20.2
11.53,1628,30.75,Sun Taxi,Credit Card,20.1
14.25,2012,37.75,Flash Cab,Credit Card,20.2
12.6,1779,32.75,City Service,Credit Card,30.4
5.56,785,16.25,City Service,Mobile,20.6
5.9,833,19.44,Blue Ribbon Taxi Association,Mobile,23.0
5.1,720,15.5,Choice Taxi Association,Cash,0.0
11.9,1680,31.0,Taxi Affiliation Services,Credit Card,0.0
3.4,480,11.25,Taxi Affiliation Services,Credit Card,20.7
13.6,1920,34.0,Choice Taxi Association,Unknown,0.0
3.4,480,11.0,Taxi Affiliation Services,Credit Card,13.3
11.9,1680,31.0,Taxi Affiliation Services,Unknown,0.0
15.3,2160,41.0,Taxi Affiliation Services,Credit Card,25.2
15.3,2160,38.5,"Taxicab Insurance Agency, LLC",Credit Card,18.2
19.8,2795,51.0,Chicago Taxicab,Credit Card,0.0
16.04,2264,40.75,Chicago Independents,Credit Card,6.6
10.67,1506,30.25,Flash Cab,Prcard,0.0
15.07,2127,39.75,City Service,Credit Card,20.2
15.3,2159,40.5,City Service,Cash,0.0
12.09,1706,33.0,Taxicab Insurance Agency Llc,Credit Card,20.3
17.2,2427,43.5,Chicago Independents,Cash,0.0
4.38,618,13.75,Flash Cab,Prcard,0.0
10.61,1497,29.0,Flash Cab,Cash,0.0
11.15,1573,30.0,Flash Cab,Prcard,0.0
11.03,1556,30.75,Flash Cab,Prcard,0.0
17.49,2467,44.5,Taxicab Insurance Agency Llc,Cash,0.0
4.63,653,16.68,Sun Taxi,Mobile,23.0
17.72,2499,44.5,Globe Taxi,Credit Card,20.2
9.36,1320,25.75,Flash Cab,Prcard,0.0
10.46,1475,29.0,Flash Cab,Prcard,0.0
7.56,1066,21.75,Flash Cab,Cash,0.0
26.9,3793,66.0,Chicago Independents,Credit Card,25.2
1.0,141,5.5,Blue Ribbon Taxi Association,Prcard,36.4
10.93,1541,29.25,Flash Cab,Prcard,0.0
18.3,2580,45.0,"Taxicab Insurance Agency, LLC",Credit Card,16.3
18.3,2580,45.75,Choice Taxi Association,Credit Card,20.2
14.96,2109,43.22,Flash Cab,Cash,0.0
16.6,2340,41.0,U Taxicab,Unknown,0.0
9.43,1329,26.0,Flash Cab,Prcard,0.0
17.59,2479,43.75,Sun Taxi,Credit Card,20.2
4.52,637,14.5,Flash Cab,Prcard,0.0
19.62,2765,51.5,Chicago Independents,Credit Card,20.2
41.3,5820,105.0,Taxi Affiliation Services,Cash,0.0
18.04,2542,45.5,Sun Taxi,Credit Card,10.1
17.7,2494,43.5,City Service,Credit Card,20.2
16.16,2277,41.0,Flash Cab,Mobile,18.2
12.18,1716,31.5,Chicago Independents,Credit Card,25.4
2.96,417,10.25,Flash Cab,Prcard,0.0
3.45,486,13.27,Sun Taxi,Mobile,23.0
5.09,717,15.25,Medallion Leasin,Cash,0.0
9.74,1372,27.25,Flash Cab,Prcard,0.0
10.94,1541,30.0,Flash Cab,Prcard,0.0
16.79,2365,43.0,Flash Cab,Cash,0.0
4.21,593,13.0,Flash Cab,Cash,0.0
17.87,2517,45.25,Star North Taxi Management Llc,Mobile,20.2
19.96,2811,49.73,City Service,Mobile,23.0
5.12,721,17.33,City Service,Mobile,11.5
9.8,1380,27.75,Taxi Affiliation Services,Unknown,0.0
3.43,483,11.25,Medallion Leasin,Credit Card,20.7
10.0,1408,27.75,City Service,Credit Card,16.4
8.31,1170,22.75,Flash Cab,Prcard,0.0
4.29,604,13.5,Flash Cab,Prcard,0.0
10.1,1422,28.5,Flash Cab,Prcard,0.0
17.9,2520,45.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
9.59,1350,26.5,Flash Cab,Prcard,0.0
10.21,1437,28.5,Flash Cab,Prcard,0.0
8.1,1140,23.25,Taxi Affiliation Services,Cash,0.0
11.66,1641,31.75,Flash Cab,Prcard,0.0
13.12,1846,35.0,Medallion Leasin,Mobile,15.2
14.5,2040,37.5,312 Medallion Management Corp,Credit Card,20.1
5.8,816,17.0,Globe Taxi,Cash,0.0
14.5,2040,36.25,Choice Taxi Association,Credit Card,20.1
13.1,1843,35.5,Chicago Independents,Credit Card,20.3
16.79,2362,43.28,City Service,Mobile,23.0
5.46,768,16.25,Globe Taxi,Cash,0.0
1.82,256,9.0,City Service,Mobile,11.6
5.56,782,16.87,City Service,Mobile,0.0
6.4,900,19.25,Taxi Affiliation Services,Unknown,0.0
6.4,900,18.0,"Taxicab Insurance Agency, LLC",Cash,0.0
8.05,1132,22.5,Flash Cab,Cash,0.0
6.5,914,19.0,Sun Taxi,Cash,0.0
23.91,3362,61.0,Flash Cab,Cash,0.0
18.62,2618,46.5,Medallion Leasin,Credit Card,20.2
17.44,2452,43.5,Flash Cab,Credit Card,20.2
17.79,2501,45.25,Flash Cab,Cash,0.0
15.4,2165,40.0,Chicago Independents,Credit Card,18.2
17.5,2460,43.75,Taxi Affiliation Services,Credit Card,20.2
17.5,2460,47.75,"Taxicab Insurance Agency, LLC",Credit Card,20.2
17.75,2495,44.5,Taxicab Insurance Agency Llc,Credit Card,20.2
20.0,2811,51.25,City Service,Credit Card,0.0
14.6,2052,38.5,Sun Taxi,Credit Card,25.3
10.66,1498,28.25,Medallion Leasin,Prcard,0.0
10.59,1488,29.0,Flash Cab,Prcard,0.0
15.8,2220,41.5,Choice Taxi Association,Credit Card,20.2
18.2,2557,45.75,Chicago Independents,Credit Card,10.1
20.5,2880,51.25,Taxi Affiliation Services,Credit Card,18.1
20.5,2880,50.5,"Taxicab Insurance Agency, LLC",Credit Card,25.2
12.35,1735,33.5,Flash Cab,Prcard,0.0
11.19,1572,29.25,Medallion Leasin,Credit Card,25.4
16.23,2280,41.75,Sun Taxi,Cash,0.0
11.27,1583,31.25,Flash Cab,Prcard,0.0
17.01,2389,43.0,Flash Cab,Cash,0.0
16.77,2355,43.25,Sun Taxi,Credit Card,14.9
14.1,1980,36.5,Choice Taxi Association,Unknown,0.0
9.4,1320,25.25,Top Cab Affiliation,Credit Card,25.3
4.7,660,14.75,Top Cab Affiliation,Credit Card,16.4
4.7,660,14.5,Top Cab Affiliation,Cash,0.0
4.7,660,14.75,Taxi Affiliation Services,Unknown,0.0
15.27,2144,40.5,Chicago Independents,Cash,0.0
3.96,556,12.97,City Service,Mobile,23.0
11.07,1554,30.25,Flash Cab,Prcard,0.0
18.13,2545,45.0,Flash Cab,Credit Card,20.2
11.4,1600,30.75,Metro Jet Taxi A.,Cash,0.0
17.1,2400,42.25,Chicago Independents,Credit Card,19.9
17.41,2443,44.5,Taxicab Insurance Agency Llc,Credit Card,10.1
13.0,1824,35.25,Sun Taxi,Credit Card,25.3
17.12,2402,42.75,Star North Taxi Management Llc,Credit Card,15.2
3.85,540,12.54,City Service,Mobile,15.9
7.7,1080,21.5,Taxi Affiliation Services,Unknown,0.0
0.82,115,5.0,Flash Cab,Cash,0.0
17.27,2422,43.5,Flash Cab,Credit Card,20.2
17.77,2492,45.25,Flash Cab,Credit Card,25.3
11.88,1666,31.75,24 Seven Taxi,Credit Card,25.3
8.8,1234,24.0,Flash Cab,Cash,0.0
15.64,2193,39.75,Globe Taxi,Cash,0.0
21.36,2995,52.25,City Service,Credit Card,25.2
14.08,1974,36.25,Taxicab Insurance Agency Llc,Credit Card,0.0
17.79,2494,44.0,City Service,Credit Card,20.2
10.7,1500,28.75,Taxi Affiliation Services,Credit Card,12.2
4.33,607,13.5,City Service,Prcard,0.0
19.51,2735,48.5,Star North Taxi Management Llc,Credit Card,20.2
12.27,1720,32.25,City Service,Prcard,0.0
9.11,1277,25.5,Flash Cab,Prcard,0.0
9.26,1298,25.25,Flash Cab,Prcard,0.0
6.05,848,17.5,Flash Cab,Cash,0.0
18.03,2527,45.0,Medallion Leasin,Credit Card,15.2
11.36,1592,30.25,Flash Cab,Prcard,0.0
12.88,1805,34.5,City Service,Credit Card,20.3
16.17,2266,42.25,Sun Taxi,Credit Card,2.4
6.03,845,17.5,Star North Taxi Management Llc,Credit Card,20.5
9.52,1334,25.75,Flash Cab,Prcard,0.0
16.7,2340,41.5,Taxi Affiliation Services,Credit Card,19.8
5.11,716,15.5,Flash Cab,Cash,0.0
12.09,1694,31.75,24 Seven Taxi,Credit Card,20.3
6.98,978,20.0,Sun Taxi,Mobile,23.0
11.4,1597,31.25,City Service,Credit Card,25.4
4.84,678,14.75,City Service,Cash,0.0
14.0,1961,36.5,Flash Cab,Credit Card,20.2
10.51,1472,28.25,City Service,Prcard,0.0
17.7,2479,47.75,Chicago Independents,Credit Card,25.2
4.22,591,13.52,Sun Taxi,Mobile,7.4
20.93,2931,51.25,Sun Taxi,Credit Card,8.9
10.79,1511,29.5,City Service,Prcard,0.0
12.39,1735,33.5,Flash Cab,Prcard,0.0
21.61,3026,68.25,Flash Cab,Cash,0.0
6.0,840,18.0,Taxi Affiliation Services,Cash,0.0
12.0,1680,32.75,Taxi Affiliation Services,Cash,0.0
6.0,840,18.0,Taxi Affiliation Services,Cash,0.0
18.0,2520,44.5,"Taxicab Insurance Agency, LLC",Credit Card,20.6
3.0,420,6.75,4787 - 56058 Reny Cab Co,Credit Card,74.1
8.19,1146,22.75,Medallion Leasin,Credit Card,20.3
18.41,2576,46.75,Flash Cab,Mobile,10.1
8.77,1227,78.45,Flash Cab,Cash,5.8
7.87,1101,22.25,Star North Taxi Management Llc,Cash,0.0
16.3,2280,42.75,Globe Taxi,Credit Card,25.3
17.78,2487,44.75,Blue Ribbon Taxi Association,Credit Card,20.2
8.0,1119,22.25,Flash Cab,Credit Card,0.0
10.71,1498,29.5,Flash Cab,Prcard,0.0
13.72,1919,36.25,Flash Cab,Prcard,0.0
17.91,2505,44.25,City Service,Credit Card,20.2
17.51,2449,45.25,Flash Cab,Cash,0.0
14.18,1983,37.75,Flash Cab,Cash,0.0
5.7,797,16.25,Chicago Independents,Credit Card,20.6
10.02,1401,27.5,Chicago Independents,Credit Card,0.0
16.5,2307,45.08,Star North Taxi Management Llc,Mobile,23.0
18.61,2602,46.0,24 Seven Taxi,Credit Card,20.2
10.3,1440,28.0,Top Cab Affiliation,Unknown,0.0
5.78,808,16.75,Sun Taxi,Cash,0.0
10.43,1458,29.75,Flash Cab,Prcard,0.0
17.6,2460,44.0,Top Cab Affiliation,Credit Card,20.2
6.74,942,19.5,Flash Cab,Prcard,0.0
3.32,464,17.87,Flash Cab,Cash,0.0
16.78,2345,42.5,Sun Taxi,Credit Card,20.2
4.48,626,14.1,City Service,Mobile,23.0
7.3,1020,20.75,U Taxicab,Credit Card,20.4
7.3,1020,20.5,Taxi Affiliation Services,Unknown,0.0
7.3,1020,21.0,Top Cab Affiliation,Credit Card,19.2
14.6,2040,37.5,KOAM Taxi Association,Credit Card,20.1
11.53,1611,31.25,Flash Cab,Credit Card,15.2
3.6,503,11.75,City Service,Credit Card,31.0
12.94,1808,34.5,City Service,Prcard,0.0
7.15,999,21.0,Flash Cab,Credit Card,25.6
17.55,2452,43.5,Sun Taxi,Credit Card,20.2
6.8,950,19.5,Sun Taxi,Cash,0.0
12.72,1777,34.25,Flash Cab,Prcard,0.0
18.01,2516,45.0,Flash Cab,Credit Card,15.1
2.62,366,10.88,City Service,Mobile,0.0
2.57,359,9.0,Flash Cab,Cash,0.0
18.9,2640,48.0,Choice Taxi Association,Credit Card,19.2
16.11,2250,42.25,Medallion Leasin,Credit Card,10.2
11.6,1620,31.75,Taxi Affiliation Services,Cash,0.0
18.14,2533,46.25,Flash Cab,Credit Card,20.2
12.06,1684,31.75,Taxicab Insurance Agency Llc,Credit Card,20.3
16.0,2234,40.75,Sun Taxi,Credit Card,10.9
15.9,2220,39.75,Taxi Affiliation Services,Credit Card,11.3
17.82,2488,44.75,Sun Taxi,Credit Card,25.3
15.02,2097,38.75,Flash Cab,Credit Card,20.2
12.9,1801,34.75,Sun Taxi,Cash,0.0
24.62,3437,59.75,City Service,Cash,0.0
13.11,1830,33.5,Flash Cab,Cash,0.0
13.34,1862,34.75,Taxicab Insurance Agency Llc,Credit Card,15.1
12.66,1767,34.0,24 Seven Taxi,Credit Card,25.3
18.2,2540,46.5,Sun Taxi,Credit Card,20.2
11.48,1602,30.75,Flash Cab,Credit Card,20.3
8.6,1200,24.5,Taxi Affiliation Services,Cash,0.0
8.6,1200,24.0,Taxi Affiliation Services,Unknown,0.0
4.3,600,13.25,Top Cab Affiliation,Cash,0.0
4.3,600,13.25,Taxi Affiliation Services,Cash,0.0
1.29,180,6.25,Flash Cab,Cash,0.0
4.3,600,13.5,Taxi Affiliation Services,Unknown,0.0
9.41,1313,25.22,Flash Cab,Mobile,28.7
4.76,664,14.0,Chicago Independents,Credit Card,20.4
7.04,982,20.4,Sun Taxi,Mobile,19.6
18.21,2540,45.5,Chicago Independents,Credit Card,25.3
10.36,1445,30.25,City Service,Prcard,0.0
11.2,1562,29.5,Chicago Independents,Credit Card,0.0
11.91,1661,31.75,Sun Taxi,Cash,0.0
7.68,1071,22.0,Globe Taxi,Prcard,0.0
14.2,1980,36.0,Taxi Affiliation Services,Cash,0.0
11.22,1564,29.75,City Service,Prcard,0.0
46.53,6486,115.5,Flash Cab,Credit Card,5.6
14.19,1978,40.83,Flash Cab,Cash,0.0
16.5,2300,43.25,Blue Ribbon Taxi Association,Cash,0.0
14.5,2021,37.75,City Service,Credit Card,25.3
18.67,2602,46.25,Sun Taxi,Credit Card,20.2
6.25,871,18.25,Flash Cab,Credit Card,25.7
15.5,2160,39.75,Choice Taxi Association,Credit Card,25.3
15.5,2160,47.0,"Taxicab Insurance Agency, LLC",Credit Card,20.2
5.82,811,17.25,Flash Cab,Prcard,0.0
6.79,946,19.75,Patriot Taxi Dba Peace Taxi Associat,Credit Card,20.5
16.79,2339,59.91,Flash Cab,Cash,0.0
18.32,2552,46.25,Sun Taxi,Credit Card,20.2
17.82,2482,44.2,Metro Jet Taxi A.,Mobile,2.3
7.79,1085,59.91,Flash Cab,Cash,0.0
6.11,851,17.75,Flash Cab,Cash,0.0
8.3,1156,23.0,Globe Taxi,Cash,0.0
9.32,1298,24.75,Flash Cab,Cash,0.0
4.1,571,22.65,Flash Cab,Cash,0.0
46.1,6420,114.25,"Taxicab Insurance Agency, LLC",Credit Card,12.7
